line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,present_class,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group,meter_scansion_custom,meter_has_restorations,meter_caesura_position,meter_syllables_count,meter_syllables,meter_notes,meter_scansions_match,meter_is_correct,meter_faults,meter_fault_positions,text_samhitapatha_normalized,meter_stem_found,meter_stem_positions,meter_stem_fault_positions,meter_stem_vowel_position,meter_stem_root_vowel_position,meter_stem_fault_position_labels,meter_stem_vowel_position_scansion_expected,meter_stem_root_vowel_position_scansion_expected
02.030.07.c,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,2,2.03,02.030.07,c,M,pr̥ṇā́t,3,intermediate,3.SG.PRS.SBJV.ACT,yáḥ me-_ pr̥ṇā́t= yáḥ dádat yáḥ} nibódhāt,yó me pr̥ṇā́d yó dádad yó nibódhād,L L SL L SL L SLL,Triṣṭubh,N,,221,Indra and Other Gods,Hymns to Various Gods,"L L SL ,L SL |L SLL",False,4,11,"['yó', 'me', 'pr̥', 'ṇā́d', 'yó', 'dá', 'dad', 'yó', 'ni', 'bó', 'dhād']",caesura_position_alt=5,True,1,,[],yó me pr̥ṇā́d yó dádad yó nibódhād,pr̥ṇā,"[3, 4]",[],4,3,,X,X
03.006.02.a,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,3,3.006,03.006.02,a,M,apr̥ṇāḥ,3,verse final,2.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāḥ jā́yamānaḥ,ā́ ródasī apr̥ṇā jā́yamāna,L LSL SSL LSLS,Triṣṭubh,N,,240,Agni,Hymns to Agni,"L LSL ,SSL |LSLS",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇā', 'jā́', 'ya', 'mā', 'na']",,True,1,,[],ā́ ródasī apr̥ṇā jā́yamāna,pr̥ṇā,"[6, 7]",[],7,6,,X,S
04.018.05.d,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,4,4.018,04.018.05,d,P,apr̥ṇāt,3,verse final,3.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāt jā́yamānaḥ,ā́ ródasī apr̥ṇāj jā́yamānaḥ,L LSL SSL LSLL,Triṣṭubh,P,['Arnold (C1)'],314,"Dialogue Between Indra, Aditi and Vamadeva",Hymns to Indra,"L LSL ,SSL |LSLL",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇāj', 'jā́', 'ya', 'mā', 'naḥ']",,True,1,,[],ā́ ródasī apr̥ṇāj jā́yamānaḥ,pr̥ṇā,"[6, 7]",[],7,6,,X,S
06.047.15.a,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,6,6.047,06.047.15,a,D,pr̥ṇāt,5,intermediate,3.SG.PRS.SBJV.ACT,káḥ īm stavat= káḥ pr̥ṇāt káḥ} yajāte?_,ká īṁ stavat káḥ pr̥ṇāt kó yajāte,S L SL L SL L SLL,Triṣṭubh,C,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",488,"Soma, Indra and Others",Hymns to Indra,"S L SL ,L SL |L SLL",False,4,11,"['ká', 'īṁ', 'sta', 'vat', 'káḥ', 'pr̥', 'ṇāt', 'kó', 'ya', 'jā', 'te']",caesura_position_alt=5,True,1,,[],ká īṁ stavat káḥ pr̥ṇāt kó yajāte,pr̥ṇā,"[6, 7]",[],7,6,,X,S
07.013.02.b,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,7,7.013,07.013.02,b,M,apr̥ṇāḥ,3,verse final,2.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāḥ jā́yamānaḥ,ā́ ródasī apr̥ṇā jā́yamānaḥ,L LSL SSL LSLL,Triṣṭubh,C,,529,Agni Vaisvanara,Hymns to Agni,"L LSL ,SSL |LSLL",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇā', 'jā́', 'ya', 'mā', 'naḥ']",,True,1,,[],ā́ ródasī apr̥ṇā jā́yamānaḥ,pr̥ṇā,"[6, 7]",[],7,6,,X,S
08.064.04.c,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,8,8.064,08.064.04,c,MO,pr̥ṇāsi,3,verse final,2.SG.PRS.IND.ACT,ā́ ubhé+_ pr̥ṇāsi ródasī+_,óbhé pr̥ṇāsi ródasī,LL SLS LSL,Gāyatrī,A,,673,Indra,Hymns of Pragatha and Other Kanva-Sons,LL SL|S LSL,False,-1,8,"['ó', 'bhé', 'pr̥', 'ṇā', 'si', 'ró', 'da', 'sī']",,True,1,,[],óbhé pr̥ṇāsi ródasī,pr̥ṇā,"[3, 4]",[],4,3,,X,X
10.002.04.c,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,10,10.002,10.002.04,c,M,pr̥ṇāti,5,verse final,3.SG.PRS.SBJV.ACT,agníḥ tát víśvam= ā́ pr̥ṇāti vidvā́n,agníṣ ṭád víśvam ā́ pr̥ṇāti vidvā́n,LL L LS L SLS LL,Triṣṭubh,C,,828,Agni,Hymns of Trita Aptya,"LL L LS,_L S|LS LL",False,5,11,"['ag', 'níṣ', 'ṭád', 'víś', 'va', 'm ā́', 'pr̥', 'ṇā', 'ti', 'vid', 'vā́n']",caesura_position_inside_syllable=True,True,1,,[],agníṣ ṭád víśvam ā́ pr̥ṇāti vidvā́n,pr̥ṇā,"[7, 8]",[],8,7,,L,S
10.028.02.d,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,10,10.028,10.028.02,d,P,pr̥ṇā́ti,5,,3.SG.PRS.IND.ACT,yáḥ me-_ kukṣī́+_= sutásomaḥ} pr̥ṇā́ti,yó me kukṣī́ sutásomaḥ pr̥ṇā́ti,L L LL SSLL SLS,Triṣṭubh,P,['Arnold (C1)'],854,"Indra, a Dispute",The Vasukra Hymns,"L L LL ,SSL|L SLS",False,4,11,"['yó', 'me', 'kuk', 'ṣī́', 'su', 'tá', 'so', 'maḥ', 'pr̥', 'ṇā́', 'ti']",,True,1,,[],yó me kukṣī́ sutásomaḥ pr̥ṇā́ti,pr̥ṇā,"[9, 10]",[],10,9,,L,S
10.045.06.b,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,10,10.045,10.045.06,b,M,apr̥ṇāt,3,verse final,3.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāt jā́yamānaḥ,ā́ ródasī apr̥ṇāj jā́yamānaḥ,L LSL SSL LSLL,Triṣṭubh,C,,871,Agni,The Vatsapri Hymns,"L LSL ,SSL |LSLL",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇāj', 'jā́', 'ya', 'mā', 'naḥ']",,True,1,,[],ā́ ródasī apr̥ṇāj jā́yamānaḥ,pr̥ṇā,"[6, 7]",[],7,6,,X,S
10.055.03.a,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,10,10.055,10.055.03,a,D,apr̥ṇāt,3,intermediate,3.SG.IPRF.IND.ACT,ā́ ródasī+_= apr̥ṇāt ā́ utá mádhyam,ā́ ródasī apr̥ṇād ótá mádhyam,L LSL SSL LS LL,Triṣṭubh,C,,881,Indra,Brihaduktha Hymns,"L LSL ,SSL|_LS LL",False,4,11,"['ā́', 'ró', 'da', 'sī', 'a', 'pr̥', 'ṇā', 'd ó', 'tá', 'mádh', 'yam']",,True,1,,[],ā́ ródasī apr̥ṇād ótá mádhyam,pr̥ṇā,"[6, 7]",[],7,6,,X,S
10.095.05.b,pr̥ṇā,strong,pr̥,,False,,Earlier,ninth,pr̥̄ 1,10,10.095,10.095.05,b,D,pr̥ṇāsi,5,,2.SG.PRS.IND.ACT,utá sma me-_= ávyatyai} pr̥ṇāsi,utá sma me áviyatyai pr̥ṇāsi,SL S L SSLL SLS,Triṣṭubh,p,"['Grassmann (G)', 'Arnold (C1)', 'Witzel (Z)']",921,Pururavas and Urvasi,Hymns of Manyu,"S_LS L ,SSL|L SLS",False,4,11,"['u', 'tá s', 'ma', 'me', 'á', 'vi', 'yat', 'yai', 'pr̥', 'ṇā', 'si']",,True,1,,[],utá sma me áviyatyai pr̥ṇāsi,pr̥ṇā,"[9, 10]",[],10,9,,L,S
01.025.01.c,minī mīnī,weak,mi mī,,False,V.B.,Earlier,ninth,mī 1,1,1.025,01.025.01,c,M,minīmási,1,verse final,1.PL.PRS.IND.ACT,minīmási dyávi-dyavi,minīmási dyávi-dyavi,SLSL SLSS,Gāyatrī,S,,25,Varuna,Hymns of Medhatithi,SLS_L|SLSS,True,-1,8,"['mi', 'nī', 'má', 'si d', 'yá', 'vid', 'ya', 'vi']",,True,1,,[],minīmási dyávidyavi,minī,"[1, 2]",[],2,1,,X,X
10.134.07.a,minī mīnī,weak,mi mī,,False,V.B.,Earlier,ninth,mī 1,10,10.134,10.134.07,a,M,minīmasi,3,,1.PL.PRS.IND.ACT,nákiḥ devāḥ minīmasi,nákir devā minīmasi,SL LL SLSS,,S,['Grassmann (G)'],960,Indra,Hymns of Manyu,SL LL SLSS,False,-1,8,"['ná', 'kir', 'de', 'vā', 'mi', 'nī', 'ma', 'si']",,True,-1,,[],nákir devā minīmasi,minī,"[5, 6]",[],6,5,,,
01.032.04.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,1,1.032,01.032.04,b,M,ámināḥ,3,intermediate,2.SG.PRS.IND.ACT,ā́t māyínām= ámināḥ prá utá māyā́ḥ,ā́n māyínām ámināḥ prótá māyā́ḥ,L LSL SSL LS LL,Triṣṭubh,C,,32,Indra,Hymns of Medhatithi,"L LSL,_SSL |LS LL",False,4,11,"['ā́n', 'mā', 'yí', 'nā', 'm á', 'mi', 'nāḥ', 'pró', 'tá', 'mā', 'yā́ḥ']",caesura_position_inside_syllable=True,True,1,,[],ā́n māyínām ámināḥ prótá māyā́ḥ,minā,"[6, 7]",[],7,6,,X,S
01.071.10.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,1,1.071,01.071.10,c,M,mināti,5,,3.SG.PRS.IND.ACT,nábhaḥ ná+_ rūpám= jarimā́} mināti,nábho ná rūpáṁ jarimā́ mināti,SL S LL SSL SLS,Triṣṭubh,N,,71,Agni,"Hymns of Parasa, the Son of Sakti","SL S LL ,SS|L SLS",False,5,11,"['ná', 'bho', 'ná', 'rū', 'páṁ', 'ja', 'ri', 'mā́', 'mi', 'nā', 'ti']",,True,1,,[],nábho ná rūpáṁ jarimā́ mināti,minā,"[9, 10]",[],10,9,,L,S
01.123.09.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,1,1.123,01.123.09,c,M,mināti,4,verse final,3.SG.PRS.IND.ACT,r̥tásya yóṣā= ná mināti dhā́ma,r̥tásya yóṣā ná mināti dhā́ma,SLS LL S SLS LS,Triṣṭubh,C,,123,Usas,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","SLS LL ,S S|LS LS",False,5,11,"['r̥', 'tás', 'ya', 'yó', 'ṣā', 'ná', 'mi', 'nā', 'ti', 'dhā́', 'ma']",,True,1,,[],r̥tásya yóṣā ná mināti dhā́ma,minā,"[7, 8]",[],8,7,,L,S
01.124.03.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,1,1.124,01.124.03,d,MR,mināti,5,,3.SG.PRS.IND.ACT,prajānatī́?_ iva= ná díśaḥ} mināti,prajānatī́va ná díśo mināti,SLSLS S SL SLS,Triṣṭubh,C,,124,Usas,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","SLSLS ,S S|L SLS",False,5,11,"['pra', 'jā', 'na', 'tī́', 'va', 'ná', 'dí', 'śo', 'mi', 'nā', 'ti']",,True,1,,[],prajānatī́va ná díśo mināti,minā,"[9, 10]",[],10,9,,L,S
01.179.01.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,1,1.179,01.179.01,c,P,minā́ti,1,intermediate,3.SG.PRS.IND.ACT,minā́ti śríyam= jarimā́} tanū́nām,minā́ti śríyaṁ jarimā́ tanū́nām,SLL SL SSL SLL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C1)', 'Wuest (W)']",179,Agastya and Lopamudra,Hymns of Agastya,"SL_LSL ,SS|L SLL",False,5,11,"['mi', 'nā́', 'ti ś', 'rí', 'yaṁ', 'ja', 'ri', 'mā́', 'ta', 'nū́', 'nām']",,True,1,,[],minā́ti śríyaṁ jarimā́ tanū́nām,minā,"[1, 2]",[],2,1,,X,X
02.012.05.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,2,2.012,02.012.05,c,M,mināti,7,,3.SG.PRS.IND.ACT,sáḥ aryáḥ puṣṭī́ḥ= víjaḥ iva ā́} mināti,só aryáḥ puṣṭī́r víja 'vā́@ mināti,L LL LL SS L SLS,Triṣṭubh,C,,203,Indra,Hymns to Indra,"L LL LL ,SS |L SLS",True,5,11,"['só', 'ar', 'yáḥ', 'puṣ', 'ṭī́r', 'ví', 'ja', ""'vā́"", 'mi', 'nā', 'ti']",,True,1,,[],só aryáḥ puṣṭī́r víja 'vā́ mināti,minā,"[9, 10]",[],10,9,,L,S
03.030.12.a,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,3,3.03,03.030.12,a,M,mināti,4,verse final,3.SG.PRS.IND.ACT,díśaḥ sū́ryaḥ= ná mināti} prádiṣṭāḥ,díśaḥ sū́ryo ná mināti prádiṣṭā,SL LL S SLL SLL,Triṣṭubh,N,,264,Indra,Hymns to Indra,"SL LL ,S SL|_LSLL",False,4,11,"['dí', 'śaḥ', 'sū́r', 'yo', 'ná', 'mi', 'nā', 'ti p', 'rá', 'diṣ', 'ṭā']",caesura_position_alt=5,True,1,,[],díśaḥ sū́ryo ná mināti prádiṣṭā,minā,"[6, 7]",[],7,6,,X,S
03.034.03.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,3,3.034,03.034.03,b,M,amināt,3,verse final,3.SG.PRS.IND.ACT,prá māyínām= amināt várpaṇītiḥ,prá māyínām aminād várpaṇītiḥ,S LSL SSL LSLL,Triṣṭubh,c,,268,Indra,Hymns to Indra,"S LSL,_SSL |LSLL",False,4,11,"['prá', 'mā', 'yí', 'nā', 'm a', 'mi', 'nād', 'vár', 'pa', 'ṇī', 'tiḥ']",caesura_position_inside_syllable=True,True,1,,[],prá māyínām aminād várpaṇītiḥ,minā,"[6, 7]",[],7,6,,X,S
03.049.02.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,3,3.049,03.049.02,d,M,amināt,2,intermediate,3.SG.PRS.IND.ACT,pr̥thujráyāḥ= amināt ā́yuḥ dásyoḥ,pr̥thujráyā aminād ā́yu@ dásyoḥ,SLSL SSL LL LL,Triṣṭubh,N,,283,Indra,Hymns to Indra,"SLSL ,SSL|_LS LL",True,4,11,"['pr̥', 'thuj', 'rá', 'yā', 'a', 'mi', 'nā', 'd ā́', 'yu', 'dás', 'yoḥ']",,False,1,,[],pr̥thujráyā aminād ā́yu dásyoḥ,minā,"[6, 7]",[],7,6,,X,S
05.007.04.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,5,5.007,05.007.04,d,M,minā́ti,3,verse final,3.SG.PRS.IND.ACT,prá smā+ minā́ti ajáraḥ,prá smā minā́ti ajáraḥ,L L SLS SSL,Aṇuṣṭubh,A,,361,Agni,Hymns to Agni,_LL SL|S SSL,False,-1,8,"['prá s', 'mā', 'mi', 'nā́', 'ti', 'a', 'já', 'raḥ']",,True,0,scansion_cadence=SSSX,[6],prá smā minā́ti ajáraḥ,minā,"[3, 4]",[],4,3,,X,X
05.080.04.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,5,5.08,05.080.04,d,M,mināti,5,,3.SG.PRS.IND.ACT,prajānatī́?_ iva= ná díśaḥ} mināti,prajānatī́va ná díśo mināti,SLSLS S SL SLS,Triṣṭubh,C,,434,Usas,Hymns to Various Gods,"SLSLS ,S S|L SLS",False,5,11,"['pra', 'jā', 'na', 'tī́', 'va', 'ná', 'dí', 'śo', 'mi', 'nā', 'ti']",,True,1,,[],prajānatī́va ná díśo mināti,minā,"[9, 10]",[],10,9,,L,S
06.030.02.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,6,6.03,06.030.02,b,M,mināti,5,,3.SG.PRS.IND.ACT,yā́ni dādhā́ra= nákiḥ ā́} mināti,yā́ni dādhā́ra nákir ā́ mināti,LS LLS SS L SLS,Triṣṭubh,n,,471,Indra,Hymns to Indra,"LS LLS ,SS|_L SLS",False,5,11,"['yā́', 'ni', 'dā', 'dhā́', 'ra', 'ná', 'ki', 'r ā́', 'mi', 'nā', 'ti']",,True,1,,[],yā́ni dādhā́ra nákir ā́ mināti,minā,"[9, 10]",[],10,9,,L,S
07.036.04.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,7,7.036,07.036.04,c,M,minā́ti,5,,3.SG.PRS.IND.ACT,prá yáḥ manyúm= rírikṣataḥ} minā́ti,prá yó manyúṁ rírikṣato minā́ti,S L LL SLSL SLS,Triṣṭubh,S,,552,All the Gods,Hymns to All the Gods,"S L LL ,SLS|L SLS",False,4,11,"['prá', 'yó', 'man', 'yúṁ', 'rí', 'rik', 'ṣa', 'to', 'mi', 'nā́', 'ti']",,True,0,scansion_post_caesura=SL,[6],prá yó manyúṁ rírikṣato minā́ti,minā,"[9, 10]",[],10,9,,L,S
07.063.03.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,7,7.063,07.063.03,d,M,praminā́ti,4,verse final,3.SG.PRS.IND.ACT,yáḥ samānám ná+_= praminā́ti dhā́ma,yáḥ samānáṁ ná praminā́ti dhā́ma,L SLL L SSLS LS,Triṣṭubh,S,,579,"Surya, Mitra and Varuna",Hymns to Mitra and Varuna,"L SLL ,_LSS|LS LS",False,4,11,"['yáḥ', 'sa', 'mā', 'náṁ', 'ná p', 'ra', 'mi', 'nā́', 'ti', 'dhā́', 'ma']",,True,1,,[],yáḥ samānáṁ ná praminā́ti dhā́ma,minā,"[7, 8]",[],8,7,,L,X
07.084.04.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,7,7.084,07.084.04,c,M,minā́ti,5,,3.SG.PRS.IND.ACT,prá yáḥ ādityáḥ= ánr̥tā} minā́ti,prá yá ādityó ánr̥tā minā́ti,S S LLL SSL SLS,Triṣṭubh,S,,600,Indra and Varuna,Hymns to Indra and Varuna,"S S LLL ,SS|L SLS",False,5,11,"['prá', 'yá', 'ā', 'dit', 'yó', 'á', 'nr̥', 'tā', 'mi', 'nā́', 'ti']",,True,1,,[],prá yá ādityó ánr̥tā minā́ti,minā,"[9, 10]",[],10,9,,L,S
08.048.09.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,8,8.048,08.048.09,c,D,praminā́ma,4,verse final,1.PL.PRS.SBJV.ACT,yát te-_ vayám= praminā́ma} vratā́ni,yát te vayám praminā́ma vratā́ni,L L SL SSLL SLS,,p,,668,Soma,"Hymns of Virupa, Vasa and Others",L L SL SSL_LSLS,False,-1,11,"['yát', 'te', 'va', 'yám', 'pra', 'mi', 'nā́', 'ma v', 'ra', 'tā́', 'ni']",,True,-1,,[],yát te vayám praminā́ma vratā́ni,minā,"[6, 7]",[],7,6,,,
08.088.03.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,8,8.088,08.088.03,d,M,mināti,4,verse final,3.SG.PRS.IND.ACT,nákiḥ tát ā́ mināti te-_,nákiṣ ṭád ā́ mināti te,SL S L SLS L,,S,,697,Indra,Hymns of Nodhas,SL S_L SLS L,False,-1,8,"['ná', 'kiṣ', 'ṭá', 'd ā́', 'mi', 'nā', 'ti', 'te']",,True,-1,,[],nákiṣ ṭád ā́ mināti te,minā,"[5, 6]",[],6,5,,,
09.086.16.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,9,9.086,09.086.16,b,M,mināti,5,verse final,3.SG.PRS.IND.ACT,sákhā sákhyuḥ= ná prá mināti saṁgíram,sákhā sákhyur ná prá mināti saṁgíram,SL LL L S SLS LSL,Jagatī,N,,798,Soma,The Jagati Group,"SL LL ,_LS S|LS LSL",False,4,12,"['sá', 'khā', 'sákh', 'yur', 'ná p', 'rá', 'mi', 'nā', 'ti', 'saṁ', 'gí', 'ram']",,True,1,,[],sákhā sákhyur ná prá mināti saṁgíram,minā,"[7, 8]",[],8,7,,L,X
09.097.30.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,9,9.097,09.097.30,b,M,mināti,5,verse final,3.SG.PRS.IND.ACT,rā́jā ná+_ mitrám= prá mināti dhī́raḥ,rā́jā ná mitrám prá mināti dhī́raḥ,LL S LL S SLS LL,Triṣṭubh,N,,809,Soma,The Tristubh Group,"LL S LL ,S S|LS LL",False,5,11,"['rā́', 'jā', 'ná', 'mit', 'rám', 'prá', 'mi', 'nā', 'ti', 'dhī́', 'raḥ']",,True,1,,[],rā́jā ná mitrám prá mināti dhī́raḥ,minā,"[7, 8]",[],8,7,,L,S
10.002.04.a,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,10,10.002,10.002.04,a,M,praminā́ma,4,verse final,1.PL.PRS.SBJV.ACT,yát vaḥ vayám= praminā́ma} vratā́ni,yád vo vayám praminā́ma vratā́ni,L L SL SSLL SLS,Triṣṭubh,C,,828,Agni,Hymns of Trita Aptya,"L L SL ,SSL|_LSLS",False,4,11,"['yád', 'vo', 'va', 'yám', 'pra', 'mi', 'nā́', 'ma v', 'ra', 'tā́', 'ni']",,True,1,,[],yád vo vayám praminā́ma vratā́ni,minā,"[6, 7]",[],7,6,,X,S
10.025.03.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,10,10.025,10.025.03,b,M,mināmi,3,verse final,1.SG.PRS.IND.ACT,prá ahám mināmi pākyā\,prā́hám mināmi pākíyā,LL SLS LSL,,A,,851,Soma,Hymns of Vimada,LL SLS LSL,False,-1,8,"['prā́', 'hám', 'mi', 'nā', 'mi', 'pā', 'kí', 'yā']",,True,-1,,[],prā́hám mināmi pākíyā,minā,"[3, 4]",[],4,3,,,
10.048.11.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,10,10.048,10.048.11,b,M,mināmi,4,verse final,1.SG.PRS.IND.ACT,deváḥ devā́nām= ná mināmi dhā́ma,devó devā́nāṁ ná mināmi dhā́ma,LL LLL S SLS LS,Triṣṭubh,A,,874,Indra's Praise of Himself,Indra-Vaikuntha-Hymns,"LL LLL ,S S|LS LS",False,5,11,"['de', 'vó', 'de', 'vā́', 'nāṁ', 'ná', 'mi', 'nā', 'mi', 'dhā́', 'ma']",,True,1,,[],devó devā́nāṁ ná mināmi dhā́ma,minā,"[7, 8]",[],8,7,,L,S
10.111.04.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,ninth,mī 1,10,10.111,10.111.04,b,MR,amināt,2,intermediate,3.SG.PRS.IND.ACT,vratā́ amināt= áṅgirobhiḥ} gr̥ṇānáḥ,vratā́minād áṅgirobhir gr̥ṇānáḥ,SLSL LSLL SLL,Triṣṭubh,C,,937,Indra,Hymns of Manyu,"SLSL,_LSL|L SLL",False,4,11,"['vra', 'tā́', 'mi', 'nā', 'd áṅ', 'gi', 'ro', 'bhir', 'gr̥', 'ṇā', 'náḥ']",caesura_position_inside_syllable=True,True,1,,[],vratā́minād áṅgirobhir gr̥ṇānáḥ,minā,"[3, 4]",[],4,3,,X,X
04.004.05.d,mr̥ṇī,weak,mr̥,,False,V.,Earlier,ninth,mr̥̄ 1,4,4.004,04.004.05,d,M,mr̥ṇīhi,4,verse final,2.SG.PRS.IMP.ACT,jāmím ájāmim= prá mr̥ṇīhi śátrūn,jāmím ájāmim prá mr̥ṇīhi śátrūn,LS SLL S SLS LL,Triṣṭubh,S,,300,Agni Killer of Demons,Hymns to Agni,"LS_SLL ,S S|LS LL",False,5,11,"['jā', 'mí', 'm á', 'jā', 'mim', 'prá', 'mr̥', 'ṇī', 'hi', 'śát', 'rūn']",,True,1,,[],jāmím ájāmim prá mr̥ṇīhi śátrūn,mr̥ṇī,"[7, 8]",[],8,7,,L,S
02.012.02.b,ramṇā,strong,ram,,False,V.B.,Earlier,ninth,ram,2,2.012,02.012.02,b,M,áramṇāt,4,,3.SG.PRS.IND.ACT,yáḥ párvatān= prákupitān} áramṇāt,yáḥ párvatān prákupitām̐ áramṇāt,L LSL SSSL SLL,Triṣṭubh,C,,203,Indra,Hymns to Indra,"L LSL ,SSS|L_SLL",False,4,11,"['yáḥ', 'pár', 'va', 'tān', 'prá', 'ku', 'pi', 'tā', 'm̐ á', 'ram', 'ṇāt']",,True,1,,[],yáḥ párvatān prákupitām̐ áramṇāt,ramṇā,"[10, 11]",[],11,10,,X,L
02.015.05.a,ramṇā,strong,ram,,False,V.B.,Earlier,ninth,ram,2,2.015,02.015.05,a,M,aramṇāt,6,,3.SG.PRS.IND.ACT,sáḥ īm mahī́m= dhúnim étoḥ} aramṇāt,sá īm mahī́ṁ dhúnim étor aramṇāt,S L SL SS LL SLL,,N,,206,Indra,Hymns to Indra,S L SL SS_LL_SLL,False,-1,11,"['sá', 'īm', 'ma', 'hī́ṁ', 'dhú', 'ni', 'm é', 'to', 'r a', 'ram', 'ṇāt']",,True,-1,,[],sá īm mahī́ṁ dhúnim étor aramṇāt,ramṇā,"[10, 11]",[],11,10,,,
05.032.01.b,ramṇā,strong,ram,,False,V.B.,Earlier,ninth,ram,5,5.032,05.032.01,b,M,aramṇāḥ,4,,2.SG.PRS.IND.ACT,tvám arṇavā́n= badbadhānā́n} aramṇāḥ,tvám arṇavā́n badbadhānā́m̐ aramṇāḥ,S LSL LSLL SLL,Triṣṭubh,N,,386,Indra,Hymns to Indra,"S_LSL ,LSL|L_SLL",False,4,11,"['tvá', 'm ar', 'ṇa', 'vā́n', 'bad', 'ba', 'dhā', 'nā́', 'm̐ a', 'ram', 'ṇāḥ']",,True,1,,[],tvám arṇavā́n badbadhānā́m̐ aramṇāḥ,ramṇā,"[10, 11]",[],11,10,,X,L
10.149.01.a,ramṇā,strong,ram,,False,V.B.,Earlier,ninth,ram,10,10.149,10.149.01,a,P,aramṇāt,4,,3.SG.PRS.IND.ACT,savitā́ yantraíḥ= pr̥thivī́m} aramṇāt,savitā́ yantraíḥ pr̥thivī́m aramṇād,SSL LL SSL SLL,Triṣṭubh,P,['Arnold (C1)'],975,Savitri,Hymns of Manyu,"SSL LL ,SS|L_SLL",False,5,11,"['sa', 'vi', 'tā́', 'yan', 'traíḥ', 'pr̥', 'thi', 'vī́', 'm a', 'ram', 'ṇād']",,True,1,,[],savitā́ yantraíḥ pr̥thivī́m aramṇād,ramṇā,"[10, 11]",[],11,10,,X,L
