01.001.01a | agním īḷe puróhitaṁ
01.018.07a | yásmād r̥té ná sídhyati
01.018.07b | yajñó vipaścítaś caná
01.018.07c | sá dhīnā́ṁ yógam invati

01.018.08a | ā́d r̥dhnoti havíṣkr̥tim
01.018.08b | prā́ñcaṁ kr̥ṇoti adhvarám
01.018.08c | hótrā devéṣu gachati

01.018.09a | nárāśáṁsaṁ sudhŕ̥ṣṭamam
01.018.09b | ápaśyaṁ sapráthastamam
01.018.09c | divó ná sádmamakhasam

01.019.01a | práti tyáṁ cā́rum adhvaráṁ
01.019.01b | gopīthā́ya prá hūyase
01.019.01c | marúdbhir agna ā́ gahi

01.019.02a | nahí devó ná mártiyo
01.019.02b | mahás táva krátum paráḥ
01.019.02c | marúdbhir agna ā́ gahi

01.019.03a | yé mahó rájaso vidúr
01.019.03b | víśve devā́so adrúhaḥ
01.019.03c | marúdbhir agna ā́ gahi

01.019.04a | yá ugrā́ arkám ānr̥cúr
01.019.04b | ánādhr̥ṣṭāsa ójasā
01.019.04c | marúdbhir agna ā́ gahi

01.019.05a | yé śubhrā́ ghorávarpasaḥ
01.019.05b | sukṣatrā́so riśā́dasaḥ
01.019.05c | marúdbhir agna ā́ gahi

01.019.06a | yé nā́kasyā́dhi rocané
01.019.06b | diví devā́sa ā́sate
01.019.06c | marúdbhir agna ā́ gahi

01.019.07a | yá īṅkháyanti párvatān
01.019.07b | tiráḥ samudrám arṇavám
01.019.07c | marúdbhir agna ā́ gahi

01.019.08a | ā́ yé tanvánti raśmíbhis
01.019.08b | tiráḥ samudrám ójasā
01.019.08c | marúdbhir agna ā́ gahi

01.019.09a | abhí tvā pūrvápītaye
01.019.09b | sr̥jā́mi somiyám mádhu
01.019.09c | marúdbhir agna ā́ gahi

01.020.01a | ayáṁ devā́ya jánmane
01.020.01b | stómo víprebhir āsayā́
01.020.01c | ákāri ratnadhā́tamaḥ

01.020.02a | yá índrāya vacoyújā
01.020.02b | tatakṣúr mánasā hárī
01.020.02c | śámībhir yajñám āśata

01.020.03a | tákṣan nā́satiyābhiyām
01.020.03b | párijmānaṁ sukháṁ rátham
01.020.03c | tákṣan dhenúṁ sabardúghām

01.020.04a | yúvānā pitárā púnaḥ
01.020.04b | satyámantrā r̥jūyávaḥ
01.020.04c | r̥bhávo viṣṭí akrata

01.020.05a | sáṁ vo mádāso agmata
01.020.05b | índreṇa ca marútvatā
01.020.05c | ādityébhiś ca rā́jabhiḥ

01.020.06a | utá tyáṁ camasáṁ návaṁ
01.020.06b | tváṣṭur devásya níṣkr̥tam
01.020.06c | ákarta catúraḥ púnaḥ

01.020.07a | té no rátnāni dhattana
01.020.07b | trír ā́ sā́ptāni sunvaté
01.020.07c | ékam-ekaṁ suśastíbhiḥ

01.020.08a | ádhārayanta váhnayo
01.020.08b | ábhajanta sukr̥tyáyā
01.020.08c | bhāgáṁ devéṣu yajñíyam

01.021.01a | ihéndrāgnī́ úpa hvaye
01.021.01b | táyor ít stómam uśmasi
01.021.01c | tā́ sómaṁ somapā́tamā

01.021.02a | tā́ yajñéṣu prá śaṁsata
01.021.02b | indrāgnī́ śumbhatā naraḥ
01.021.02c | tā́ gāyatréṣu gāyata

01.021.03a | tā́ mitrásya práśastaya
01.021.03b | indrāgnī́ tā́ havāmahe
01.021.03c | somapā́ sómapītaye

01.021.04a | ugrā́ sántā havāmaha
01.021.04b | úpedáṁ sávanaṁ sutám
01.021.04c | indrāgnī́ éhá gachatām

01.021.05a | tā́ mahā́ntā sádaspátī
01.021.05b | índrāgnī rákṣa ubjatam
01.021.05c | áprajāḥ santu atríṇaḥ

01.021.06a | téna satyéna jāgr̥tam
01.021.06b | ádhi pracetúne padé
01.021.06c | índrāgnī śárma yachatam

01.022.01a | prātaryújā ví bodhaya
01.022.01b | aśvínāv éhá gachatām
01.022.01c | asyá sómasya pītáye

01.022.02a | yā́ suráthā rathī́tama
01.022.02b | ubhā́ devā́ divispŕ̥śā
01.022.02c | aśvínā tā́ havāmahe

01.022.03a | yā́ vāṁ káśā mádhumatī
01.022.03b | áśvinā sūnŕ̥tāvatī
01.022.03c | táyā yajñám mimikṣatam

01.022.04a | nahí vām ásti dūraké
01.022.04b | yátrā ráthena gáchathaḥ
01.022.04c | áśvinā somíno gr̥hám

01.022.05a | híraṇyapāṇim ūtáye
01.022.05b | savitā́ram úpa hvaye
01.022.05c | sá céttā devátā padám

01.022.06a | apā́ṁ nápātam ávase
01.022.06b | savitā́ram úpa stuhi
01.022.06c | tásya vratā́ni uśmasi

01.022.07a | vibhaktā́raṁ havāmahe
01.022.07b | vásoś citrásya rā́dhasaḥ
01.022.07c | savitā́raṁ nr̥cákṣasam

01.022.08a | sákhāya ā́ ní ṣīdata
01.022.08b | savitā́ stómiyo nú naḥ
01.022.08c | dā́tā rā́dhāṁsi śumbhati

01.022.09a | ágne pátnīr ihā́ vaha
01.022.09b | devā́nām uśatī́r úpa
01.022.09c | tváṣṭāraṁ sómapītaye

01.022.10a | ā́ gnā́ agna ihā́vase
01.022.10b | hótrāṁ yaviṣṭha bhā́ratīm
01.022.10c | várūtrīṁ dhiṣáṇāṁ vaha

01.022.11a | abhí no devī́r ávasā
01.022.11b | maháḥ śármaṇā nr̥pátnīḥ
01.022.11c | áchinnapatrāḥ sacantām

01.022.12a | ihéndrāṇī́m úpa hvaye
01.022.12b | varuṇānī́ṁ suastáye
01.022.12c | agnā́yīṁ sómapītaye

01.022.13a | mahī́ dyaúḥ pr̥thivī́ ca na
01.022.13b | imáṁ yajñám mimikṣatām
01.022.13c | pipr̥tā́ṁ no bhárīmabhiḥ

01.022.14a | táyor íd ghr̥távat páyo
01.022.14b | víprā rihanti dhītíbhiḥ
01.022.14c | gandharvásya dhruvé padé

01.022.15a | siyonā́ pr̥thivi bhava
01.022.15b | anr̥kṣarā́ nivéśanī
01.022.15c | yáchā naḥ śárma sapráthaḥ

01.022.16a | áto devā́ avantu no
01.022.16b | yáto víṣṇur vicakramé
01.022.16c | pr̥thivyā́ḥ saptá dhā́mabhiḥ

01.022.17a | idáṁ víṣṇur ví cakrame
01.022.17b | *treedhā́ ní dadhe padám
01.022.17c | sámūḷham asya pāṁsuré

01.022.18a | trī́ṇi padā́ ví cakrame
01.022.18b | víṣṇur gopā́ ádābhiyaḥ
01.022.18c | áto dhármāṇi dhāráyan

01.022.19a | víṣṇoḥ kármāṇi paśyata
01.022.19b | yáto vratā́ni paspaśé
01.022.19c | índrasya yújiyaḥ sákhā

01.022.20a | tád víṣṇoḥ paramám padáṁ
01.022.20b | sádā paśyanti sūráyaḥ
01.022.20c | divī́va cákṣur ā́tatam

01.022.21a | tád víprāso vipanyávo
01.022.21b | jāgr̥vā́ṁsaḥ sám indhate
01.022.21c | víṣṇor yát paramám padám

01.023.01a | tīvrā́ḥ sómāsa ā́ gahi
01.023.01b | āśī́rvantaḥ sutā́ imé
01.023.01c | vā́yo tā́n prásthitān piba

01.023.02a | ubhā́ devā́ divispŕ̥śā
01.023.02b | indravāyū́ havāmahe
01.023.02c | asyá sómasya pītáye

01.023.03a | indravāyū́ manojúvā
01.023.03b | víprā havanta ūtáye
01.023.03c | sahasrākṣā́ dhiyás pátī

01.023.04a | mitráṁ vayáṁ havāmahe
01.023.04b | váruṇaṁ sómapītaye
01.023.04c | jajñānā́ pūtádakṣasā

01.023.05a | r̥téna yā́v r̥tāvŕ̥dhāv
01.023.05b | r̥tásya jyótiṣas pátī
01.023.05c | tā́ mitrā́váruṇā huve

01.023.06a | váruṇaḥ prāvitā́ bhuvan
01.023.06b | mitró víśvābhir ūtíbhiḥ
01.023.06c | káratāṁ naḥ surā́dhasaḥ

01.023.07a | marútvantaṁ havāmaha
01.023.07b | índram ā́ sómapītaye
01.023.07c | sajū́r gaṇéna tr̥mpatu

01.023.08a | índrajyeṣṭhā márudgaṇā
01.023.08b | dévāsaḥ pū́ṣarātayaḥ
01.023.08c | víśve máma śrutā hávam

01.023.09a | hatá vr̥tráṁ sudānava
01.023.09b | índreṇa sáhasā yujā́
01.023.09c | mā́ no duḥśáṁsa īśata

01.023.10a | víśvān devā́n havāmahe
01.023.10b | marútaḥ sómapītaye
01.023.10c | ugrā́ hí pŕ̥śnimātaraḥ

01.023.11a | jáyatām iva tanyatúr
01.023.11b | marútām eti dhr̥ṣṇuyā́
01.023.11c | yác chúbhaṁ yāthánā naraḥ

01.023.12a | haskārā́d vidyútas pári
01.023.12b | áto jātā́ avantu naḥ
01.023.12c | marúto mr̥r̥ḷayantu+ naḥ

01.023.13a | ā́ pūṣañ citrábarhiṣam
01.023.13b | ā́ghr̥ṇe dharúṇaṁ diváḥ
01.023.13c | ā́jā naṣṭáṁ yáthā paśúm

01.023.14a | pūṣā́ rā́jānam ā́ghr̥ṇir
01.023.14b | ápagūḷhaṁ gúhā hitám
01.023.14c | ávindac citrábarhiṣam

01.023.15a | utó sá máhyam índubhiḥ
01.023.15b | ṣáḍ yuktā́m̐ anuséṣidhat
01.023.15c | góbhir yávaṁ ná carkr̥ṣat

01.023.16a | ambáyo yanti ádhvabhir
01.023.16b | jāmáyo adhvarīyatā́m
01.023.16c | pr̥ñcatī́r mádhunā páyaḥ

01.023.17a | amū́r yā́ úpa sū́riye
01.023.17b | yā́bhir vā sū́riyaḥ sahá
01.023.17c | tā́ no hinvantu adhvarám

01.023.18a | apó devī́r úpa hvaye
01.023.18b | yátra gā́vaḥ píbanti naḥ
01.023.18c | síndhubhyaḥ kártuvaṁ havíḥ

01.023.19a | apsú antár amŕ̥tam apsú bheṣajám
01.023.19b | apā́m utá práśastaye
01.023.19c | dévā bhávata vājínaḥ

01.023.20a | apsú me sómo abravīd
01.023.20b | antár víśvāni bheṣajā́
01.023.20c | agníṁ ca viśváśambhuvam
01.023.20d | ā́paś ca viśvábheṣajīḥ

01.023.21a | ā́paḥ pr̥ṇītá bheṣajáṁ
01.023.21b | várūthaṁ tanúve máma
01.023.21c | jiyók ca sū́riyaṁ dr̥śé

01.023.22a | idám āpaḥ prá vahata
01.023.22b | yát kíṁ ca duritám máyi
01.023.22c | yád vāhám abhidudróha
01.023.22d | yád vā śepá utā́nr̥tam

01.023.23a | ā́po adyā́nv acāriṣaṁ
01.023.23b | rásena sám agasmahi
01.023.23c | páyasvān agna ā́ gahi
01.023.23d | tám mā sáṁ sr̥ja várcasā

01.023.24a | sám māgne várcasā sr̥ja
01.023.24b | sám prajáyā sám ā́yuṣā
01.023.24c | vidyúr me asya deváa
01.023.24d | índro vidyāt sahá ŕ̥ṣibhiḥ

01.024.01a | kásya nūnáṁ katamásyāmŕ̥tānām
01.024.01b | mánāmahe cā́ru devásya nā́ma
01.024.01c | kó no mahyā́ áditaye púnar dāt
01.024.01d | pitáraṁ ca dr̥śéyam mātáraṁ ca

01.024.02a | agnér vayám prathamásyāmŕ̥tānām
01.024.02b | mánāmahe cā́ru devásya nā́ma
01.024.02c | sá no mahyā́ áditaye púnar dāt
01.024.02d | pitáraṁ ca dr̥śéyam mātáraṁ ca

01.024.03a | abhí tvā deva savitar
01.024.03b | ī́śānaṁ vā́riyāṇaam
01.024.03c | sádāvan bhāgám īmahe

01.024.04a | yáś cid dhí ta itthā́ bhágaḥ
01.024.04b | śaśamānáḥ purā́ nidáḥ
01.024.04c | adveṣó hástayor dadhé

01.024.05a | bhágabhaktasya te vayám
01.024.05b | úd aśema távā́vasā
01.024.05c | mūrdhā́naṁ rāyá ārábhe

01.024.06a | nahí te kṣatráṁ ná sáho ná manyúṁ
01.024.06b | váyaś canā́mī́ patáyanta āpúḥ
01.024.06c | némā́ ā́po animiṣáṁ cárantīr
01.024.06d | ná yé vā́tasya praminánti ábhvam

01.024.07a | abudhné rā́jā váruṇo vánasya
01.024.07b | ūrdhváṁ stū́paṁ dadate pūtádakṣaḥ
01.024.07c | nīcī́nā sthur upári budhná eṣām
01.024.07d | asmé antár níhitāḥ ketávaḥ syuḥ

01.024.08a | urúṁ hí rā́jā váruṇaś cakā́ra
01.024.08b | sū́ryāya pánthām ánuetavā́ u
01.024.08c | apáde pā́dā prátidhātave 'kar
01.024.08d | utā́pavaktā́ hr̥dayāvídhaś cit

01.024.09a | śatáṁ te rājan bhiṣájaḥ sahásram
01.024.09b | urvī́ gabhīrā́ sumatíṣ ṭe astu
01.024.09c | bā́dhasva dūré nírr̥tim parācaíḥ
01.024.09d | kr̥táṁ cid énaḥ prá mumugdhi asmát

01.024.10a | amī́ yá ŕ̥kṣā níhitāsa uccā́
01.024.10b | náktaṁ dádr̥śre kúha cid díveyuḥ
01.024.10c | ádabdhāni váruṇasya vratā́ni
01.024.10d | vicā́kaśac candrámā náktam eti

01.024.11a | tát tvā yāmi bráhmaṇā vándamānas
01.024.11b | tád ā́ śāste yájamāno havírbhiḥ
01.024.11c | áheḷamāno varuṇehá bodhi
01.024.11d | úruśaṁsa mā́ na ā́yuḥ prá moṣīḥ

01.024.12a | tád ín náktaṁ tád dívā máhyam āhus
01.024.12b | tád ayáṁ kéto hr̥dá ā́ ví caṣṭe
01.024.12c | śúnaḥśépo yám áhuvad gr̥bhītáḥ
01.024.12d | só asmā́n rā́jā váruṇo mumoktu

01.024.13a | śúnaḥśépo hí áhuvad gr̥bhītás
01.024.13b | triṣú ādityáṁ drupadéṣu baddháḥ
01.024.13c | ávainaṁ rā́jā váruṇaḥ sasr̥jyād
01.024.13d | vidvā́m̐ ádabdho ví mumoktu pā́śān

01.024.14a | áva te héḷo varuṇa námobhir
01.024.14b | áva yajñébhir īmahe havírbhiḥ
01.024.14c | kṣáyann asmábhyam asura pracetā
01.024.14d | rā́jann énāṁsi śiśrathaḥ kr̥tā́ni

01.024.15a | úd uttamáṁ varuṇa pā́śam asmád
01.024.15b | ávādhamáṁ ví madhyamáṁ śrathāya
01.024.15c | áthā vayám āditiya vraté táva
01.024.15d | ánāgaso áditaye siyāma

01.025.01a | yác cid dhí te víśo yathā
01.025.01b | prá deva varuṇa vratám
01.025.01c | minīmási dyávi-dyavi

01.025.02a | mā́ no vadhā́ya hatnáve
01.025.02b | jihīḷānásya rīradhaḥ
01.025.02c | mā́ hr̥ṇānásya manyáve

01.025.03a | ví mr̥r̥ḷīkā́ya+ te máno
01.025.03b | rathī́r áśvaṁ ná sáṁditam
01.025.03c | gīrbhír varuṇa sīmahi

01.025.04a | párā hí me vímanyavaḥ
01.025.04b | pátanti vásya~iṣṭaye
01.025.04c | váyo ná vasatī́r úpa

01.025.05a | kadā́ kṣatraśríyaṁ náram
01.025.05b | ā́ váruṇaṁ karāmahe
01.025.05c | mr̥r̥ḷīkā́yorucákṣasam+

01.025.06a | tád ít samānám āśate@
01.025.06b | vénantā ná prá yuchataḥ
01.025.06c | dhr̥távratāya dāśúṣe

01.025.07a | védā yó vīnáam padám
01.025.07b | antárikṣeṇa pátatām
01.025.07c | véda nāváḥ samudríyaḥ

01.025.08a | véda māsó dhr̥távrato
01.025.08b | duvā́daśa prajā́vataḥ
01.025.08c | védā yá upajā́yate

01.025.09a | véda vā́tasya vartaním
01.025.09b | urór r̥ṣvásya br̥hatáḥ
01.025.09c | védā yé adhiā́sate

01.025.10a | ní ṣasāda dhr̥távrato
01.025.10b | váruṇaḥ pastíyāsu ā́
01.025.10c | sā́mrājiyāya sukrátuḥ

01.025.11a | áto víśvāni ádbhutā
01.025.11b | cikitvā́m̐ abhí paśyati
01.025.11c | kr̥tā́ni yā́ ca kártuvā

01.025.12a | sá no viśvā́hā sukrátur
01.025.12b | ādityáḥ supáthā karat
01.025.12c | prá ṇa ā́yūṁṣi tāriṣat

01.025.13a | bíbhrad drāpíṁ hiraṇyáyaṁ
01.025.13b | váruṇo vasta nirṇíjam
01.025.13c | pári spáśo ní ṣedire

01.025.14a | ná yáṁ dípsanti dipsávo
01.025.14b | ná drúhvāṇo jánānaam
01.025.14c | ná devám abhímātayaḥ

01.025.15a | utá yó mā́nuṣeṣu ā́
01.025.15b | yáśaś cakré ásāmi ā́
01.025.15c | asmā́kam udáreṣu ā́

01.025.16a | párā me yanti dhītáyo
01.025.16b | gā́vo ná gávyūtīr ánu
01.025.16c | ichántīr urucákṣasam

01.025.17a | sáṁ nú vocāvahai púnar
01.025.17b | yáto me mádhu ā́bhr̥tam
01.025.17c | hóteva kṣádase priyám

01.025.18a | dárśaṁ nú viśvádarśataṁ
01.025.18b | dárśaṁ rátham ádhi kṣámi
01.025.18c | etā́ juṣata me gíraḥ

01.025.19a | imám me varuṇa śrudhī
01.025.19b | hávam adyā́ ca mr̥r̥ḷaya+
01.025.19c | tuvā́m avasyúr ā́ cake

01.025.20a | tuváṁ víśvasya medhira
01.025.20b | diváś ca gmáś ca rājasi
01.025.20c | sá yā́mani práti śrudhi

01.025.21a | úd uttamám mumugdhi no
01.025.21b | ví pā́śam madhyamáṁ cr̥ta
01.025.21c | ávādhamā́ni jīváse

01.026.01a | vásiṣvā hí miyedhiya
01.026.01b | vástrāṇi ūrjaam pate
01.026.01c | sémáṁ no adhvaráṁ yaja

01.026.02a | ní no hótā váreṇiyaḥ
01.026.02b | sádā yaviṣṭha mánmabhiḥ
01.026.02c | ágne divítmatā vácaḥ

01.026.03a | ā́ hí ṣmā sūnáve pitā́
01.026.03b | āpír yájati āpáye
01.026.03c | sákhā sákhye váreṇiyaḥ

01.026.04a | ā́ no barhī́ riśā́daso
01.026.04b | váruṇo mitró aryamā́
01.026.04c | sī́dantu mánuṣo yathā

01.026.05a | pū́rviya hotar asyá no
01.026.05b | mándasva sakhiyásya ca
01.026.05c | imā́ u ṣú śrudhī gíraḥ

01.026.06a | yác cid dhí śáśvatā tánā
01.026.06b | deváṁ-devaṁ yájāmahe
01.026.06c | tuvé íd dhūyate havíḥ

01.026.07a | priyó no astu viśpátir
01.026.07b | hótā mandró váreṇiyaḥ
01.026.07c | priyā́ḥ suagnáyo vayám

01.026.08a | suagnáyo hí vā́riyaṁ
01.026.08b | devā́so dadhiré ca naḥ
01.026.08c | suagnáyo manāmahe

01.026.09a | áthā na ubháyeṣaam
01.026.09b | ámr̥ta mártiyānaam
01.026.09c | mitháḥ santu práśastayaḥ

01.026.10a | víśvebhir agne agníbhir
01.026.10b | imáṁ yajñám idáṁ vácaḥ
01.026.10c | cáno dhāḥ sahaso yaho

01.027.01a | áśvaṁ ná tvā vā́ravantaṁ
01.027.01b | vandádhyā agníṁ námobhiḥ
01.027.01c | samrā́jantam adhvarā́ṇām

01.027.02a | sá ghā naḥ sūnúḥ śávasā
01.027.02b | pr̥thúpragāmā suśévaḥ
01.027.02c | mīḍhvā́m̐ asmā́kam babhūyāt

01.027.03a | sá no dūrā́c ca āsā́c ca
01.027.03b | ní mártiyaad aghāyóḥ
01.027.03c | pāhí sádam íd viśvā́yuḥ

01.027.04a | imám ū ṣú tvám asmā́kaṁ
01.027.04b | saníṁ gāyatráṁ návyāṁsam
01.027.04c | ágne devéṣu prá vocaḥ

01.027.05a | ā́ no bhaja paraméṣu
01.027.05b | ā́ vā́jeṣu madhyaméṣu
01.027.05c | śíkṣā vásvo ántamasya

01.027.06a | vibhaktā́si citrabhāno
01.027.06b | síndhor ūrmā́ upāká ā́
01.027.06c | sadyó dāśúṣe kṣarasi

01.027.07a | yám agne pr̥tsú mártiyam
01.027.07b | ávā vā́jeṣu yáṁ junā́ḥ
01.027.07c | sá yántā śáśvatīr íṣaḥ

01.027.08a | nákir asya sahantiya
01.027.08b | parietā́ káyasya cit
01.027.08c | vā́jo asti śravā́yiyaḥ

01.027.09a | sá vā́jaṁ viśvácarṣaṇir
01.027.09b | árvadbhir astu tárutā
01.027.09c | víprebhir astu sánitā

01.027.10a | járābodha tád viviḍḍhi
01.027.10b | viśé-viśe yajñíyāya
01.027.10c | stómaṁ rudrā́ya dŕ̥śīkam

01.027.11a | sá no mahā́m̐ animānó
01.027.11b | dhūmáketuḥ puruścandráḥ
01.027.11c | dhiyé vā́jāya hinvatu

01.027.12a | sá revā́m̐ iva viśpátir
01.027.12b | daívyaḥ ketúḥ śr̥ṇotu naḥ
01.027.12c | ukthaír agnír br̥hádbhānuḥ

01.027.13a | námo mahádbhyo námo arbhakébhyo
01.027.13b | námo yúvabhyo náma āśinébhyaḥ
01.027.13c | yájāma devā́n yádi śaknávāma
01.027.13d | mā́ jyā́yasaḥ śáṁsam ā́ vr̥kṣi devāḥ

01.028.01a | yátra grā́vā pr̥thúbudhna
01.028.01b | ūrdhvó bhávati sótave
01.028.01c | ulū́khalasutānaam
01.028.01d | ávéd u indra jalgulaḥ

01.028.02a | yátra dvā́v iva jaghánā
01.028.02b | adhiṣavaṇíyā kr̥tā́
01.028.02c | ulū́khalasutānaam
01.028.02d | ávéd u indra jalgulaḥ

01.028.03a | yátra nā́rī apacyavám
01.028.03b | upacyaváṁ ca śíkṣate
01.028.03c | ulū́khalasutānaam
01.028.03d | ávéd u indra jalgulaḥ

01.028.04a | yátra mánthāṁ vibadhnáte
01.028.04b | raśmī́n yámitavā́ iva
01.028.04c | ulū́khalasutānaam
01.028.04d | ávéd u indra jalgulaḥ

01.028.05a | yác cid dhí tváṁ gr̥hé-gr̥ha
01.028.05b | úlūkhalaka yujyáse
01.028.05c | ihá dyumáttamaṁ vada
01.028.05d | jáyatām iva dundubhíḥ

01.028.06a | utá sma te vanaspate
01.028.06b | vā́to ví vāti ágram ít
01.028.06c | átho índrāya pā́tave
01.028.06d | sunú sómam ulūkhala

01.028.07a | āyajī́ vājasā́tamā
01.028.07b | tā́ hí uccā́ vijarbhr̥táḥ
01.028.07c | hárī 'vā́ndhāṁsi@ bápsatā

01.028.08a | tā́ no adyá vanaspatī
01.028.08b | r̥ṣvā́v r̥ṣvébhiḥ sotŕ̥bhiḥ
01.028.08c | índrāya mádhumat sutam

01.028.09a | úc chiṣṭáṁ camúvor bhara
01.028.09b | sómam pavítra ā́ sr̥ja
01.028.09c | ní dhehi gór ádhi tvací

01.029.01a | yác cid dhí satya somapā
01.029.01b | anāśastā́ iva smási
01.029.01c | ā́ tū́ na indra śaṁsaya
01.029.01d | góṣu áśveṣu śubhríṣu
01.029.01e | sahásreṣu tuvīmagha

01.029.02a | śíprin vājānaam pate
01.029.02b | śácīvas táva daṁsánā
01.029.02c | ā́ tū́ na indra śaṁsaya
01.029.02d | góṣu áśveṣu śubhríṣu
01.029.02e | sahásreṣu tuvīmagha

01.029.03a | ní ṣvāpayā mithūdŕ̥śā
01.029.03b | sastā́m ábudhyamāne
01.029.03c | ā́ tū́ na indra śaṁsaya
01.029.03d | góṣu áśveṣu śubhríṣu
01.029.03e | sahásreṣu tuvīmagha

01.029.04a | sasántu tyā́ árātayo
01.029.04b | bódhantu śūra rātáyaḥ
01.029.04c | ā́ tū́ na indra śaṁsaya
01.029.04d | góṣu áśveṣu śubhríṣu
01.029.04e | sahásreṣu tuvīmagha

01.029.05a | sám indra gardabhám mr̥ṇa
01.029.05b | nuvántam pāpáyāmuyā́
01.029.05c | ā́ tū́ na indra śaṁsaya
01.029.05d | góṣu áśveṣu śubhríṣu
01.029.05e | sahásreṣu tuvīmagha

01.029.06a | pátāti kuṇḍr̥ṇā́ciyā
01.029.06b | dūráṁ vā́to vánād ádhi
01.029.06c | ā́ tū́ na indra śaṁsaya
01.029.06d | góṣu áśveṣu śubhríṣu
01.029.06e | sahásreṣu tuvīmagha

01.029.07a | sárvam parikrośáṁ jahi
01.029.07b | jambháyā kr̥kadāśúvam
01.029.07c | ā́ tū́ na indra śaṁsaya
01.029.07d | góṣu áśveṣu śubhríṣu
01.029.07e | sahásreṣu tuvīmagha

01.030.01a | ā́ va índraṁ kríviṁ yathā
01.030.01b | vājayántaḥ śatákratum
01.030.01c | máṁhiṣṭhaṁ siñca índubhiḥ
