01.001.01a | agním īḷe-_ puróhitam
01.017.02c | dhartā́rā carṣaṇīnā́m

01.017.03a | anukāmám tarpayethām
01.017.03b | índrāvaruṇā rāyáḥ ā́
01.017.03c | tā́ vām nédiṣṭham īmahe-_

01.017.04a | yuvā́ku hí śácīnām
01.017.04b | yuvā́ku sumatīnā́m
01.017.04c | bhūyā́ma vājadā́vnām

01.017.05a | índraḥ sahasradā́vnām
01.017.05b | váruṇaḥ śáṁsyānām
01.017.05c | krátuḥ bhavati ukthya\ḥ

01.017.06a | táyoḥ ít ávasā vayám
01.017.06b | sanéma ní ca dhīmahi
01.017.06c | syā́t utá prarécanam

01.017.07a | índrāvaruṇā vām ahám
01.017.07b | huvé-_ citrā́ya rā́dhase-_
01.017.07c | asmā́n sú jigyúṣaḥ kr̥tam

01.017.08a | índrāvaruṇā nū́-_+ nú vām
01.017.08b | síṣāsantīṣu dhīṣú ā́
01.017.08c | asmábhyam śárma yacchatam

01.017.09a | prá vām aśnotu suṣṭutíḥ
01.017.09b | índrāvaruṇā yā́m huvé-_
01.017.09c | yā́m r̥dhā́the?_ sadhástutim

01.018.01a | somā́nam sváraṇam
01.018.01b | kr̥ṇuhí brahmaṇaḥ pate-_
01.018.01c | kakṣī́vantam yáḥ auśijáḥ

01.018.02a | yáḥ revā́n yáḥ amīvahā́
01.018.02b | vasuvít puṣṭivárdhanaḥ
01.018.02c | sá naḥ siṣaktu yáḥ turáḥ

01.018.03a | mā́ naḥ śáṁsaḥ áraruṣaḥ
01.018.03b | dhūrtíḥ práṇak mártyasya
01.018.03c | rákṣā+ naḥ brahmaṇaḥ pate-_

01.018.04a | sá ghā+ vīráḥ ná riṣyati
01.018.04b | yám índraḥ bráhmaṇaḥ pátiḥ
01.018.04c | sómaḥ hinóti mártyam

01.018.05a | tvám tám brahmaṇaḥ pate-_
01.018.05b | sómaḥ índraḥ ca mártyam
01.018.05c | dákṣiṇā pātu áṁhasaḥ

01.018.06a | sádasaḥ pátim ádbhutam
01.018.06b | priyám índrasya kā́myam
01.018.06c | saním medhā́m ayāsiṣam

01.018.07a | yásmāt r̥té-_ ná sídhyati
01.018.07b | yajñáḥ vipaścítaḥ caná
01.018.07c | sá dhīnā́m yógam invati

01.018.08a | ā́t r̥dhnoti havíṣkr̥tim
01.018.08b | prā́ñcam kr̥ṇoti adhvarám
01.018.08c | hótrā devéṣu gacchati

01.018.09a | nárāśáṁsam sudhŕ̥ṣṭamam
01.018.09b | ápaśyam sapráthastamam
01.018.09c | diváḥ ná+_ sádmamakhasam

01.019.01a | práti tyám cā́rum adhvarám
01.019.01b | gopīthā́ya prá hūyase?_
01.019.01c | marúdbhiḥ agne-_ ā́ gahi

01.019.02a | nahí deváḥ ná mártyaḥ
01.019.02b | maháḥ táva krátum paráḥ
01.019.02c | marúdbhiḥ agne-_ ā́ gahi

01.019.03a | yé?_ maháḥ rájasaḥ vidúḥ
01.019.03b | víśve?_ devā́saḥ adrúhaḥ
01.019.03c | marúdbhiḥ agne-_ ā́ gahi

01.019.04a | yé?_ ugrā́ḥ arkám ānr̥cúḥ
01.019.04b | ánādhr̥ṣṭāsaḥ ójasā
01.019.04c | marúdbhiḥ agne-_ ā́ gahi

01.019.05a | yé?_ śubhrā́ḥ ghorávarpasaḥ
01.019.05b | sukṣatrā́saḥ riśā́dasaḥ
01.019.05c | marúdbhiḥ agne-_ ā́ gahi

01.019.06a | yé?_ nā́kasya ádhi rocané-_
01.019.06b | diví devā́saḥ ā́sate-_
01.019.06c | marúdbhiḥ agne-_ ā́ gahi

01.019.07a | yé?_ īṅkháyanti párvatān
01.019.07b | tiráḥ samudrám arṇavám
01.019.07c | marúdbhiḥ agne-_ ā́ gahi

01.019.08a | ā́ yé?_ tanvánti raśmíbhiḥ
01.019.08b | tiráḥ samudrám ójasā
01.019.08c | marúdbhiḥ agne-_ ā́ gahi

01.019.09a | abhí tvā pūrvápītaye-_
01.019.09b | sr̥jā́mi somyám mádhu
01.019.09c | marúdbhiḥ agne-_ ā́ gahi

01.020.01a | ayám devā́ya jánmane-_
01.020.01b | stómaḥ víprebhiḥ āsayā́
01.020.01c | ákāri ratnadhā́tamaḥ

01.020.02a | yé?_ índrāya vacoyújā
01.020.02b | tatakṣúḥ mánasā hárī+_
01.020.02c | śámībhiḥ yajñám āśata

01.020.03a | tákṣan nā́satyābhyām
01.020.03b | párijmānam sukhám rátham
01.020.03c | tákṣan dhenúm sabardúghām

01.020.04a | yúvānā pitárā púnar
01.020.04b | satyámantrāḥ r̥jūyávaḥ
01.020.04c | r̥bhávaḥ viṣṭī́?_ akrata

01.020.05a | sám vaḥ mádāsaḥ agmata
01.020.05b | índreṇa ca marútvatā
01.020.05c | ādityébhiḥ ca rā́jabhiḥ

01.020.06a | utá tyám camasám návam
01.020.06b | tváṣṭuḥ devásya níṣkr̥tam
01.020.06c | ákarta catúraḥ púnar

01.020.07a | té?_ naḥ rátnāni dhattana
01.020.07b | tríḥ ā́ sā́ptāni sunvaté-_
01.020.07c | ékam-ekam suśastíbhiḥ

01.020.08a | ádhārayanta váhnayaḥ
01.020.08b | ábhajanta sukr̥tyáyā
01.020.08c | bhāgám devéṣu yajñíyam

01.021.01a | ihá indrāgnī́+_ úpa hvaye-_
01.021.01b | táyoḥ ít stómam uśmasi
01.021.01c | tā́ sómam somapā́tamā

01.021.02a | tā́ yajñéṣu prá śaṁsata
01.021.02b | indrāgnī́+_ śumbhatā+ naraḥ
01.021.02c | tā́ gāyatréṣu gāyata

01.021.03a | tā́ mitrásya práśastaye-_
01.021.03b | indrāgnī́+_ tā́ havāmahe-_
01.021.03c | somapā́ sómapītaye-_

01.021.04a | ugrā́ sántā havāmahe-_
01.021.04b | úpa idám sávanam sutám
01.021.04c | indrāgnī́+_ ā́ ihá gacchatām

01.021.05a | tā́ mahā́ntā sádaspátī+_
01.021.05b | índrāgnī+_ rákṣaḥ ubjatam
01.021.05c | áprajāḥ santu atríṇaḥ

01.021.06a | téna satyéna jāgr̥tam
01.021.06b | ádhi pracetúne?_ padé?_
01.021.06c | índrāgnī+_ śárma yacchatam

01.022.01a | prātaryújā ví bodhaya
01.022.01b | aśvínau ā́ ihá gacchatām
01.022.01c | asyá sómasya pītáye-_

01.022.02a | yā́ suráthā rathī́tamā
01.022.02b | ubhā́ devā́ divispŕ̥śā
01.022.02c | aśvínā tā́ havāmahe-_

01.022.03a | yā́ vām káśā mádhumatī?_
01.022.03b | áśvinā sūnŕ̥tāvatī?_
01.022.03c | táyā yajñám mimikṣatam

01.022.04a | nahí vām ásti dūraké?_
01.022.04b | yátrā+ ráthena gácchathaḥ
01.022.04c | áśvinā somínaḥ gr̥hám

01.022.05a | híraṇyapāṇim ūtáye-_
01.022.05b | savitā́ram úpa hvaye-_
01.022.05c | sá céttā devátā padám

01.022.06a | apā́m nápātam ávase-_
01.022.06b | savitā́ram úpa stuhi
01.022.06c | tásya vratā́ni uśmasi

01.022.07a | vibhaktā́ram havāmahe-_
01.022.07b | vásoḥ citrásya rā́dhasaḥ
01.022.07c | savitā́ram nr̥cákṣasam

01.022.08a | sákhāyaḥ ā́ ní sīdata
01.022.08b | savitā́ stómyaḥ nú naḥ
01.022.08c | dā́tā rā́dhāṁsi śumbhati

01.022.09a | ágne-_ pátnīḥ ihá ā́ vaha
01.022.09b | devā́nām uśatī́ḥ úpa
01.022.09c | tváṣṭāram sómapītaye-_

01.022.10a | ā́ gnā́ḥ agne-_ ihá ávase-_
01.022.10b | hótrām yaviṣṭha bhā́ratīm
01.022.10c | várūtrīm dhiṣáṇām vaha

01.022.11a | abhī́-_+ naḥ devī́ḥ ávasā
01.022.11b | maháḥ śármaṇā nr̥pátnīḥ
01.022.11c | ácchinnapatrāḥ sacantām

01.022.12a | ihá indrāṇī́m úpa hvaye-_
01.022.12b | varuṇānī́m svastáye-_
01.022.12c | agnā́yīm sómapītaye-_

01.022.13a | mahī́-_ dyaúḥ pr̥thivī́?_ ca naḥ
01.022.13b | imám yajñám mimikṣatām
01.022.13c | pipr̥tā́m naḥ bhárīmabhiḥ

01.022.14a | táyoḥ ít ghr̥távat páyaḥ
01.022.14b | víprāḥ rihanti dhītíbhiḥ
01.022.14c | gandharvásya dhruvé?_ padé?_

01.022.15a | syonā́ pr̥thivi bhava
01.022.15b | anr̥kṣarā́ nivéśanī?_
01.022.15c | yácchā+ naḥ śárma sapráthaḥ

01.022.16a | átaḥ devā́ḥ avantu naḥ
01.022.16b | yátaḥ víṣṇuḥ vicakramé?_
01.022.16c | pr̥thivyā́ḥ saptá dhā́mabhiḥ

01.022.17a | idám víṣṇuḥ ví cakrame-_
01.022.17b | tredhā́ ní dadhe-_ padám
01.022.17c | sámūḷham asya pāṁsuré?_

01.022.18a | trī́ṇi padā́ ví cakrame-_
01.022.18b | víṣṇuḥ gopā́ḥ ádābhyaḥ
01.022.18c | átaḥ dhármāṇi dhāráyan

01.022.19a | víṣṇoḥ kármāṇi paśyata
01.022.19b | yátaḥ vratā́ni paspaśé?_
01.022.19c | índrasya yújyaḥ sákhā

01.022.20a | tát víṣṇoḥ paramám padám
01.022.20b | sádā paśyanti sūráyaḥ
01.022.20c | diví iva cákṣuḥ ā́tatam

01.022.21a | tát víprāsaḥ vipanyávaḥ
01.022.21b | jāgr̥vā́ṁsaḥ sám indhate-_
01.022.21c | víṣṇoḥ yát paramám padám

01.023.01a | tīvrā́ḥ sómāsaḥ ā́ gahi
01.023.01b | āśī́rvantaḥ sutā́ḥ imé?_
01.023.01c | vā́yo tā́n prásthitān piba

01.023.02a | ubhā́ devā́ divispŕ̥śā
01.023.02b | indravāyū́+_ havāmahe-_
01.023.02c | asyá sómasya pītáye-_

01.023.03a | indravāyū́+_ manojúvā
01.023.03b | víprāḥ havante-_ ūtáye-_
01.023.03c | sahasrākṣā́ dhiyáḥ pátī+_

01.023.04a | mitrám vayám havāmahe-_
01.023.04b | váruṇam sómapītaye-_
01.023.04c | jajñānā́ pūtádakṣasā

01.023.05a | r̥téna yaú r̥tāvŕ̥dhau
01.023.05b | r̥tásya jyótiṣaḥ pátī+_
01.023.05c | tā́ mitrā́váruṇā huve-_

01.023.06a | váruṇaḥ prāvitā́ bhuvat
01.023.06b | mitráḥ víśvābhiḥ ūtíbhiḥ
01.023.06c | káratām naḥ surā́dhasaḥ

01.023.07a | marútvantam havāmahe-_
01.023.07b | índram ā́ sómapītaye-_
01.023.07c | sajū́ḥ gaṇéna tr̥mpatu

01.023.08a | índrajyeṣṭhāḥ márudgaṇāḥ
01.023.08b | dévāsaḥ pū́ṣarātayaḥ
01.023.08c | víśve?_ máma śrutā+ hávam

01.023.09a | hatá vr̥trám sudānavaḥ
01.023.09b | índreṇa sáhasā yujā́
01.023.09c | mā́ naḥ duḥśáṁsaḥ īśata

01.023.10a | víśvān devā́n havāmahe-_
01.023.10b | marútaḥ sómapītaye-_
01.023.10c | ugrā́ḥ hí pŕ̥śnimātaraḥ

01.023.11a | jáyatām iva tanyatúḥ
01.023.11b | marútām eti dhr̥ṣṇuyā́
01.023.11c | yát śúbham yāthánā+ naraḥ

01.023.12a | haskārā́t vidyútaḥ pári
01.023.12b | átaḥ jātā́ḥ avantu naḥ
01.023.12c | marútaḥ mr̥ḷayantu naḥ

01.023.13a | ā́ pūṣan citrábarhiṣam
01.023.13b | ā́ghr̥ṇe?_ dharúṇam diváḥ
01.023.13c | ā́ ajā+ naṣṭám yáthā paśúm

01.023.14a | pūṣā́ rā́jānam ā́ghr̥ṇiḥ
01.023.14b | ápagūḷham gúhā hitám
01.023.14c | ávindat citrábarhiṣam

01.023.15a | utá u+_ sá máhyam índubhiḥ
01.023.15b | ṣáṭ yuktā́n anuséṣidhat
01.023.15c | góbhiḥ yávam ná+_ carkr̥ṣat

01.023.16a | ambáyaḥ yanti ádhvabhiḥ
01.023.16b | jāmáyaḥ adhvarīyatā́m
01.023.16c | pr̥ñcatī́ḥ mádhunā páyaḥ

01.023.17a | amū́ḥ yā́ḥ úpa sū́rye-_
01.023.17b | yā́bhiḥ vā sū́ryaḥ sahá
01.023.17c | tā́ḥ naḥ hinvantu adhvarám

01.023.18a | apáḥ devī́ḥ úpa hvaye-_
01.023.18b | yátra gā́vaḥ píbanti naḥ
01.023.18c | síndhubhyaḥ kártvam havíḥ

01.023.19a | apsú antár= amŕ̥tam apsú bheṣajám
01.023.19b | apā́m utá práśastaye-_
01.023.19c | dévāḥ bhávata vājínaḥ

01.023.20a | apsú me-_ sómaḥ abravīt
01.023.20b | antár víśvāni bheṣajā́
01.023.20c | agním ca viśváśambhuvam
01.023.20d | ā́paḥ ca viśvábheṣajīḥ

01.023.21a | ā́paḥ pr̥ṇītá bheṣajám
01.023.21b | várūtham tanve\?_ máma
01.023.21c | jyók ca sū́ryam dr̥śé-_

01.023.22a | idám āpaḥ prá vahata
01.023.22b | yát kím ca duritám máyi
01.023.22c | yát vā ahám abhidudróha
01.023.22d | yát vā śepé?_ utá ánr̥tam

01.023.23a | ā́paḥ adyá ánu acāriṣam
01.023.23b | rásena sám agasmahi
01.023.23c | páyasvān agne-_ ā́ gahi
01.023.23d | tám mā sám sr̥ja várcasā

01.023.24a | sám mā agne-_ várcasā sr̥ja
01.023.24b | sám prajáyā sám ā́yuṣā
01.023.24c | vidyúḥ me-_ asya devā́ḥ
01.023.24d | índraḥ vidyāt sahá ŕ̥ṣibhiḥ

01.024.01a | kásya nūnám= katamásya amŕ̥tānām
01.024.01b | mánāmahe?_= cā́ru devásya nā́ma
01.024.01c | káḥ naḥ mahyaí= áditaye-_} púnar dāt
01.024.01d | pitáram ca= dr̥śéyam mātáram ca

01.024.02a | agnéḥ vayám= prathamásya amŕ̥tānām
01.024.02b | mánāmahe?_= cā́ru devásya nā́ma
01.024.02c | sá naḥ mahyaí= áditaye-_} púnar dāt
01.024.02d | pitáram ca= dr̥śéyam mātáram ca

01.024.03a | abhí tvā deva savitar
01.024.03b | ī́śānam vā́ryāṇām
01.024.03c | sádā avan bhāgám īmahe-_

01.024.04a | yáḥ cit hí te-_ itthā́ bhágaḥ
01.024.04b | śaśamānáḥ purā́ nidáḥ
01.024.04c | adveṣáḥ hástayoḥ dadhé-_

01.024.05a | bhágabhaktasya te-_ vayám
01.024.05b | út aśema táva ávasā
01.024.05c | mūrdhā́nam rāyáḥ ārábhe?_

01.024.06a | nahí te-_ kṣatrám= ná sáhaḥ} ná manyúm
01.024.06b | váyaḥ caná amī́-_= patáyantaḥ āpúḥ
01.024.06c | ná imā́ḥ ā́paḥ= animiṣám} cárantīḥ
01.024.06d | ná yé?_ vā́tasya= praminánti ábhvam

01.024.07a | abudhné?_ rā́jā= váruṇaḥ} vánasya
01.024.07b | ūrdhvám stū́pam= dadate?_ pūtádakṣaḥ
01.024.07c | nīcī́nāḥ sthuḥ= upári budhnáḥ eṣām
01.024.07d | asmé?_ antár= níhitāḥ ketávaḥ syuḥ

01.024.08a | urúm hí rā́jā= váruṇaḥ} cakā́ra
01.024.08b | sū́ryāya pánthām= ánvetavaí u+_
01.024.08c | apáde?_ pā́dā= prátidhātave?_ kar!
01.024.08d | utá apavaktā́= hr̥dayāvídhaḥ cit

01.024.09a | śatám te-_ rājan= bhiṣájaḥ} sahásram
01.024.09b | urvī́?_ gabhīrā́= sumatíḥ} te-_ astu
01.024.09c | bā́dhasva dūré-_= nírr̥tim} parācaíḥ
01.024.09d | kr̥tám cit énaḥ= prá mumugdhi asmát

01.024.10a | amī́-_ yé?_ ŕ̥kṣāḥ= níhitāsaḥ uccā́
01.024.10b | náktam dádr̥śre?_= kúha cit} dívā īyuḥ
01.024.10c | ádabdhāni= váruṇasya} vratā́ni
01.024.10d | vicā́kaśat= candrámāḥ náktam eti

01.024.11a | tát tvā yāmi= bráhmaṇā vándamānaḥ
01.024.11b | tát ā́ śāste?_= yájamānaḥ} havírbhiḥ
01.024.11c | áheḷamānaḥ= varuṇa ihá bodhi
01.024.11d | úruśaṁsa= mā́ naḥ ā́yuḥ} prá moṣīḥ

01.024.12a | tát ít náktam= tát dívā máhyam āhuḥ
01.024.12b | tát ayám kétaḥ= hr̥dáḥ ā́} ví caṣṭe-_
01.024.12c | śúnaḥśépaḥ= yám áhvat} gr̥bhītáḥ
01.024.12d | sáḥ asmā́n rā́jā= váruṇaḥ} mumoktu

01.024.13a | śúnaḥśépaḥ hí= áhvat} gr̥bhītáḥ
01.024.13b | triṣú ādityám= drupadéṣu baddháḥ
01.024.13c | áva enam rā́jā= váruṇaḥ} sasr̥jyāt
01.024.13d | vidvā́n ádabdhaḥ= ví mumoktu pā́śān

01.024.14a | áva te-_ héḷaḥ= varuṇa} námobhiḥ
01.024.14b | áva yajñébhiḥ= īmahe-_} havírbhiḥ
01.024.14c | kṣáyan asmábhyam= asura} pracetaḥ
01.024.14d | rā́jan énāṁsi= śiśrathaḥ} kr̥tā́ni

01.024.15a | út uttamám= varuṇa pā́śam asmát
01.024.15b | áva adhamám= ví madhyamám} śrathāya
01.024.15c | áthā+ vayám= āditya} vraté-_ táva
01.024.15d | ánāgasaḥ= áditaye-_} syāma

01.025.01a | yát cit hí te-_ víśaḥ yathā
01.025.01b | prá deva varuṇa vratám
01.025.01c | minīmási dyávi-dyavi

01.025.02a | mā́ naḥ vadhā́ya hatnáve?_
01.025.02b | jihīḷānásya rīradhaḥ
01.025.02c | mā́ hr̥ṇānásya manyáve-_

01.025.03a | ví mr̥ḷīkā́ya te-_ mánaḥ
01.025.03b | rathī́ḥ áśvam ná+_ sáṁditam
01.025.03c | gīrbhíḥ varuṇa sīmahi

01.025.04a | párā hí me-_ vímanyavaḥ
01.025.04b | pátanti vásya~iṣṭaye?_
01.025.04c | váyaḥ ná+_ vasatī́ḥ úpa

01.025.05a | kadā́ kṣatraśríyam náram
01.025.05b | ā́ váruṇam karāmahe-_
01.025.05c | mr̥ḷīkā́ya urucákṣasam

01.025.06a | tát ít samānám āśāte-_
01.025.06b | vénantā ná prá yucchataḥ
01.025.06c | dhr̥távratāya dāśúṣe-_

01.025.07a | védā+ yáḥ vīnā́m padám
01.025.07b | antárikṣeṇa pátatām
01.025.07c | véda nāváḥ samudríyaḥ

01.025.08a | véda māsáḥ dhr̥távrataḥ
01.025.08b | dvā́daśa prajā́vataḥ
01.025.08c | védā+ yáḥ upajā́yate?_

01.025.09a | véda vā́tasya vartaním
01.025.09b | uróḥ r̥ṣvásya br̥hatáḥ
01.025.09c | védā+ yé?_ adhyā́sate?_

01.025.10a | ní sasāda dhr̥távrataḥ
01.025.10b | váruṇaḥ pastyā\su ā́
01.025.10c | sā́mrājyāya sukrátuḥ

01.025.11a | átaḥ víśvāni ádbhutā
01.025.11b | cikitvā́n abhí paśyati
01.025.11c | kr̥tā́ni yā́ ca kártvā

01.025.12a | sá naḥ viśvā́hā sukrátuḥ
01.025.12b | ādityáḥ supáthā karat
01.025.12c | prá naḥ ā́yūṁṣi tāriṣat

01.025.13a | bíbhrat drāpím hiraṇyáyam
01.025.13b | váruṇaḥ vasta nirṇíjam
01.025.13c | pári spáśaḥ ní sedire-_

01.025.14a | ná yám dípsanti dipsávaḥ
01.025.14b | ná drúhvāṇaḥ jánānām
01.025.14c | ná devám abhímātayaḥ

01.025.15a | utá yáḥ mā́nuṣeṣu ā́
01.025.15b | yáśaḥ cakré?_ ásāmi ā́
01.025.15c | asmā́kam udáreṣu ā́

01.025.16a | párā me-_ yanti dhītáyaḥ
01.025.16b | gā́vaḥ ná+_ gávyūtīḥ ánu
01.025.16c | icchántīḥ urucákṣasam

01.025.17a | sám nú vocāvahai púnar
01.025.17b | yátaḥ me-_ mádhu ā́bhr̥tam
01.025.17c | hótā iva kṣádase?_ priyám

01.025.18a | dárśam nú viśvádarśatam
01.025.18b | dárśam rátham ádhi kṣámi
01.025.18c | etā́ḥ juṣata me-_ gíraḥ

01.025.19a | imám me-_ varuṇa śrudhī-_+
01.025.19b | hávam adyā́+ ca mr̥ḷaya
01.025.19c | tvā́m avasyúḥ ā́ cake-_

01.025.20a | tvám víśvasya medhira
01.025.20b | diváḥ ca gmáḥ ca rājasi
01.025.20c | sá yā́mani práti śrudhi

01.025.21a | út uttamám mumugdhi naḥ
01.025.21b | ví pā́śam madhyamám cr̥ta
01.025.21c | áva adhamā́ni jīváse-_

01.026.01a | vásiṣvā+ hí miyedhya
01.026.01b | vástrāṇi ūrjām pate-_
01.026.01c | sá imám naḥ adhvarám yaja

01.026.02a | ní naḥ hótā váreṇyaḥ
01.026.02b | sáda+! yaviṣṭha mánmabhiḥ
01.026.02c | ágne-_ divítmatā vácaḥ

01.026.03a | ā́ hí smā+ sūnáve-_ pitā́
01.026.03b | āpíḥ yájati āpáye?_
01.026.03c | sákhā sákhye-_ váreṇyaḥ

01.026.04a | ā́ naḥ barhíḥ riśā́dasaḥ
01.026.04b | váruṇaḥ mitráḥ aryamā́
01.026.04c | sī́dantu mánuṣaḥ yathā

01.026.05a | pū́rvya hotar asyá naḥ
01.026.05b | mándasva sakhyásya ca
01.026.05c | imā́ḥ u+_ sú śrudhī-_+ gíraḥ

01.026.06a | yát cit hí śáśvatā tánā
01.026.06b | deváṁ-devam yájāmahe?_
01.026.06c | tvé+_ ít hūyate-_ havíḥ

01.026.07a | priyáḥ naḥ astu viśpátiḥ
01.026.07b | hótā mandráḥ váreṇyaḥ
01.026.07c | priyā́ḥ svagnáyaḥ vayám

01.026.08a | svagnáyaḥ hí vā́ryam
01.026.08b | devā́saḥ dadhiré-_ ca naḥ
01.026.08c | svagnáyaḥ manāmahe-_

01.026.09a | áthā+ naḥ ubháyeṣām
01.026.09b | ámr̥ta mártyānām
01.026.09c | mitháḥ santu práśastayaḥ

01.026.10a | víśvebhiḥ agne-_ agníbhiḥ
01.026.10b | imám yajñám idám vácaḥ
01.026.10c | cánaḥ dhāḥ sahasaḥ yaho

01.027.01a | áśvam ná+_ tvā vā́ravantam
01.027.01b | vandádhyai agním námobhiḥ
01.027.01c | samrā́jantam adhvarā́ṇām

01.027.02a | sá ghā+ naḥ sūnúḥ śávasā
01.027.02b | pr̥thúpragāmā suśévaḥ
01.027.02c | mīḍhvā́n asmā́kam babhūyāt

01.027.03a | sá naḥ dūrā́t ca āsā́t ca
01.027.03b | ní mártyāt aghāyóḥ
01.027.03c | pāhí sádam ít viśvā́yuḥ

01.027.04a | imám ū+_+ sú tvám asmā́kam
01.027.04b | saním gāyatrám návyāṁsam
01.027.04c | ágne-_ devéṣu prá vocaḥ

01.027.05a | ā́ naḥ bhaja paraméṣu
01.027.05b | ā́ vā́jeṣu madhyaméṣu
01.027.05c | śíkṣā+ vásvaḥ ántamasya

01.027.06a | vibhaktā́ asi citrabhāno
01.027.06b | síndhoḥ ūrmaú upāké-_ ā́
01.027.06c | sadyáḥ dāśúṣe-_ kṣarasi

01.027.07a | yám agne-_ pr̥tsú mártyam
01.027.07b | ávāḥ vā́jeṣu yám junā́ḥ
01.027.07c | sá yántā śáśvatīḥ íṣaḥ

01.027.08a | nákiḥ asya sahantya
01.027.08b | paryetā́ káyasya cit
01.027.08c | vā́jaḥ asti śravā́yyaḥ

01.027.09a | sá vā́jam viśvácarṣaṇiḥ
01.027.09b | árvadbhiḥ astu tárutā
01.027.09c | víprebhiḥ astu sánitā

01.027.10a | járābodha tát viviḍḍhi
01.027.10b | viśé-viśe-_ yajñíyāya
01.027.10c | stómam rudrā́ya dŕ̥śīkam

01.027.11a | sá naḥ mahā́n animānáḥ
01.027.11b | dhūmáketuḥ puruścandráḥ
01.027.11c | dhiyé-_ vā́jāya hinvatu

01.027.12a | sá revā́n iva viśpátiḥ
01.027.12b | daívyaḥ ketúḥ śr̥ṇotu naḥ
01.027.12c | ukthaíḥ agníḥ br̥hádbhānuḥ

01.027.13a | námaḥ mahádbhyaḥ= námaḥ arbhakébhyaḥ
01.027.13b | námaḥ yúvabhyaḥ= námaḥ āśinébhyaḥ
01.027.13c | yájāma devā́n= yádi śaknávāma
01.027.13d | mā́ jyā́yasaḥ= śáṁsam ā́ vr̥kṣi devāḥ

01.028.01a | yátra grā́vā pr̥thúbudhnaḥ
01.028.01b | ūrdhváḥ bhávati sótave?_
01.028.01c | ulū́khalasutānām
01.028.01d | áva ít u+_ indra jalgulaḥ

01.028.02a | yátra dvaú iva jaghánā
01.028.02b | adhiṣavaṇyā\ kr̥tā́
01.028.02c | ulū́khalasutānām
01.028.02d | áva ít u+_ indra jalgulaḥ

01.028.03a | yátra nā́rī?_ apacyavám
01.028.03b | upacyavám ca śíkṣate?_
01.028.03c | ulū́khalasutānām
01.028.03d | áva ít u+_ indra jalgulaḥ

01.028.04a | yátra mánthām vibadhnáte?_
01.028.04b | raśmī́n yámitavaí iva
01.028.04c | ulū́khalasutānām
01.028.04d | áva ít u+_ indra jalgulaḥ

01.028.05a | yát cit hí tvám gr̥hé-gr̥he?_
01.028.05b | úlūkhalaka yujyáse?_
01.028.05c | ihá dyumáttamam vada
01.028.05d | jáyatām iva dundubhíḥ

01.028.06a | utá sma te-_ vanaspate-_
01.028.06b | vā́taḥ ví vāti ágram ít
01.028.06c | átha u+_ índrāya pā́tave-_
01.028.06d | sunú sómam ulūkhala

01.028.07a | āyajī́+_ vājasā́tamā
01.028.07b | tā́ hí uccā́ vijarbhr̥táḥ
01.028.07c | hárī+_ iva ándhāṁsi bápsatā
